grid_id,churn_users,churn_prob,downgrade_users
49QGF-105-84-50,1,0.06,2
49QGF-106-84-50,2,0.16,2
49QGF-107-84-50,1,0.17,1
49QGF-108-84-50,2,0.09,2
49QGF-111-84-50,2,0.11,3
49QGF-112-84-50,2,0.1,3
49QGF-116-84-50,1,0.05,1
49QGF-118-84-50,1,0.06,2
49QGF-119-84-50,6,0.25,7
49QGF-120-84-50,7,0.35,10
49QGF-122-84-50,2,0.15,3
49QGF-123-84-50,1,0.2,2
49QGF-124-84-50,1,0.09,1
49QGF-125-84-50,1,0.11,2
49QGF-126-84-50,7,0.32,11
49QGF-127-84-50,6,0.28,10
49QGF-128-84-50,8,0.38,12
49QGF-129-84-50,4,0.26,7
49QGF-130-84-50,3,0.09,4
49QGF-131-84-50,1,0.17,1
49QGF-132-84-50,7,0.25,9
49QGF-133-84-50,1,0.4,2
49QGF-134-84-50,3,0.1,3
49QGF-135-84-50,2,0.29,2
49QGF-136-84-50,8,0.28,8
49QGF-44-85-50,1,0.23,1
49QGF-49-85-50,4,0.25,6
49QGF-50-85-50,1,0.12,2
49QGF-57-85-50,1,0.08,2
49QGF-61-85-50,2,0.12,3
49QGF-62-85-50,1,0.05,1
49QGF-63-85-50,1,0.09,1
49QGF-66-85-50,1,0.09,1
49QGF-70-85-50,1,0.05,1
49QGF-73-85-50,1,0.06,1
49QGF-74-85-50,1,0.05,1
49QGF-77-85-50,9,0.31,10
49QGF-78-85-50,4,0.29,7
49QGF-79-85-50,1,0.13,1
49QGF-80-85-50,6,0.3,8
49QGF-81-85-50,1,0.32,1
49QGF-82-85-50,1,0.18,1
49QGF-83-85-50,2,0.14,3
49QGF-84-85-50,2,0.24,3
49QGF-85-85-50,4,0.19,7
49QGF-86-85-50,2,0.16,3
49QGF-87-85-50,5,0.24,5
49QGF-88-85-50,4,0.14,4
49QGF-89-85-50,2,0.12,3
49QGF-90-85-50,1,0.18,1
49QGF-91-85-50,3,0.11,5
49QGF-92-85-50,2,0.16,2
49QGF-93-85-50,2,0.12,2
49QGF-94-85-50,9,0.37,16
49QGF-95-85-50,2,0.1,3
49QGF-96-85-50,2,0.12,2
49QGF-97-85-50,7,0.24,12
49QGF-98-85-50,1,0.24,1
49QGF-99-85-50,10,0.35,14
49QGF-100-85-50,8,0.4,8
49QGF-101-85-50,5,0.2,5
49QGF-102-85-50,1,0.33,1
49QGF-103-85-50,3,0.22,4
49QGF-104-85-50,2,0.1,2
49QGF-105-85-50,1,0.09,1
49QGF-106-85-50,1,0.04,1
49QGF-109-85-50,1,0.02,1
49QGF-110-85-50,4,0.14,5
49QGF-116-85-50,1,0.03,1
49QGF-117-85-50,1,0.03,2
49QGF-118-85-50,1,0.07,2
49QGF-119-85-50,2,0.06,3
49QGF-120-85-50,3,0.35,5
49QGF-121-85-50,2,0.08,2
49QGF-122-85-50,7,0.27,9
49QGF-123-85-50,6,0.36,8
49QGF-124-85-50,3,0.21,4
49QGF-125-85-50,6,0.3,6
49QGF-126-85-50,7,0.28,12
49QGF-127-85-50,6,0.31,7
49QGF-128-85-50,2,0.28,3
49QGF-129-85-50,2,0.17,3
49QGF-130-85-50,4,0.23,6
49QGF-131-85-50,2,0.18,3
49QGF-132-85-50,6,0.27,8
49QGF-133-85-50,3,0.41,5
49QGF-134-85-50,7,0.28,12
49QGF-135-85-50,6,0.3,8
49QGF-136-85-50,3,0.33,5
49QGF-43-86-50,1,0.17,1
49QGF-44-86-50,5,0.18,8
49QGF-45-86-50,4,0.18,4
49QGF-46-86-50,3,0.16,4
49QGF-47-86-50,5,0.18,9
49QGF-48-86-50,3,0.14,5
49QGF-49-86-50,3,0.13,3
49QGF-50-86-50,2,0.12,2
49QGF-51-86-50,1,0.08,1
49QGF-52-86-50,4,0.17,6
49QGF-53-86-50,2,0.08,2
49QGF-57-86-50,1,0.16,1
49QGF-58-86-50,1,0.06,2
49QGF-59-86-50,1,0.11,1
49QGF-60-86-50,1,0.07,1
49QGF-62-86-50,5,0.2,7
49QGF-66-86-50,1,0.13,2
49QGF-67-86-50,2,0.1,2
49QGF-68-86-50,2,0.12,3
49QGF-69-86-50,2,0.07,3
49QGF-70-86-50,1,0.06,1
49QGF-72-86-50,1,0.08,1
49QGF-74-86-50,1,0.04,1
49QGF-76-86-50,1,0.1,1
49QGF-77-86-50,3,0.29,4
49QGF-78-86-50,3,0.29,5
49QGF-79-86-50,5,0.17,9
49QGF-80-86-50,2,0.19,2
49QGF-81-86-50,7,0.29,8
49QGF-82-86-50,1,0.16,2
49QGF-83-86-50,3,0.12,4
49QGF-84-86-50,2,0.09,2
49QGF-85-86-50,3,0.11,4
49QGF-86-86-50,4,0.15,6
49QGF-87-86-50,4,0.16,5
49QGF-88-86-50,3,0.24,5
49QGF-89-86-50,4,0.14,7
49QGF-90-86-50,2,0.09,3
49QGF-91-86-50,1,0.1,1
49QGF-92-86-50,2,0.14,2
49QGF-93-86-50,1,0.19,2
49QGF-94-86-50,6,0.31,6
49QGF-95-86-50,8,0.35,13
49QGF-96-86-50,2,0.2,3
49QGF-97-86-50,2,0.15,2
49QGF-98-86-50,1,0.27,2
49QGF-99-86-50,3,0.33,5
49QGF-100-86-50,8,0.27,14
49QGF-101-86-50,1,0.15,2
49QGF-102-86-50,7,0.32,8
49QGF-103-86-50,2,0.17,3
49QGF-104-86-50,2,0.06,3
49QGF-106-86-50,1,0.08,2
49QGF-108-86-50,1,0.16,2
49QGF-110-86-50,2,0.07,3
49QGF-111-86-50,1,0.06,1
49QGF-112-86-50,1,0.04,1
49QGF-114-86-50,2,0.15,3
49QGF-115-86-50,5,0.17,7
49QGF-117-86-50,2,0.07,2
49QGF-118-86-50,1,0.12,1
49QGF-119-86-50,1,0.2,2
49QGF-120-86-50,8,0.31,11
49QGF-121-86-50,5,0.19,6
49QGF-122-86-50,3,0.09,5
49QGF-123-86-50,4,0.24,6
49QGF-124-86-50,3,0.41,4
49QGF-125-86-50,2,0.2,2
49QGF-126-86-50,1,0.32,2
49QGF-127-86-50,1,0.32,1
49QGF-128-86-50,6,0.42,8
49QGF-129-86-50,5,0.34,5
49QGF-130-86-50,1,0.14,2
49QGF-131-86-50,6,0.39,8
49QGF-132-86-50,1,0.15,1
49QGF-133-86-50,8,0.38,13
49QGF-134-86-50,8,0.3,11
49QGF-135-86-50,7,0.29,10
49QGF-136-86-50,6,0.33,7
49QGF-43-87-50,2,0.12,2
49QGF-45-87-50,3,0.21,3
49QGF-46-87-50,1,0.07,1
49QGF-47-87-50,1,0.18,1
49QGF-48-87-50,1,0.05,1
49QGF-49-87-50,4,0.16,7
49QGF-51-87-50,4,0.19,5
49QGF-53-87-50,1,0.05,2
49QGF-54-87-50,1,0.11,1
49QGF-55-87-50,1,0.02,2
49QGF-59-87-50,2,0.12,3
49QGF-60-87-50,3,0.13,5
49QGF-61-87-50,2,0.06,2
49QGF-65-87-50,3,0.13,4
49QGF-66-87-50,1,0.06,1
49QGF-68-87-50,1,0.1,2
49QGF-69-87-50,2,0.08,3
49QGF-73-87-50,3,0.13,4
49QGF-77-87-50,6,0.28,10
49QGF-78-87-50,4,0.23,6
49QGF-79-87-50,2,0.24,3
49QGF-80-87-50,1,0.12,1
49QGF-81-87-50,5,0.27,8
49QGF-82-87-50,6,0.31,7
49QGF-83-87-50,2,0.15,2
49QGF-84-87-50,1,0.24,2
49QGF-85-87-50,3,0.29,4
49QGF-86-87-50,1,0.1,2
49QGF-87-87-50,2,0.08,3
49QGF-88-87-50,4,0.17,5
49QGF-89-87-50,3,0.11,3
49QGF-90-87-50,4,0.27,6
49QGF-91-87-50,1,0.05,1
49QGF-92-87-50,8,0.31,12
49QGF-93-87-50,3,0.19,3
49QGF-94-87-50,1,0.13,1
49QGF-95-87-50,8,0.31,12
49QGF-96-87-50,2,0.16,3
49QGF-97-87-50,4,0.31,4
49QGF-98-87-50,5,0.32,6
49QGF-99-87-50,4,0.29,7
49QGF-100-87-50,2,0.12,2
49QGF-101-87-50,4,0.33,5
49QGF-102-87-50,2,0.2,3
49QGF-103-87-50,1,0.28,2
49QGF-104-87-50,1,0.05,2
49QGF-106-87-50,1,0.07,2
49QGF-107-87-50,2,0.18,3
49QGF-111-87-50,1,0.07,2
49QGF-113-87-50,1,0.08,2
49QGF-114-87-50,2,0.09,2
49QGF-115-87-50,2,0.12,2
49QGF-116-87-50,3,0.1,3
49QGF-117-87-50,1,0.04,2
49QGF-118-87-50,1,0.1,1
49QGF-119-87-50,1,0.06,1
49QGF-120-87-50,4,0.22,5
49QGF-121-87-50,3,0.19,4
49QGF-122-87-50,2,0.43,3
49QGF-123-87-50,9,0.32,10
49QGF-124-87-50,1,0.1,2
49QGF-125-87-50,2,0.21,3
49QGF-126-87-50,9,0.34,14
49QGF-127-87-50,10,0.42,10
49QGF-128-87-50,4,0.35,6
49QGF-129-87-50,1,0.26,1
49QGF-130-87-50,5,0.31,7
49QGF-131-87-50,3,0.28,4
49QGF-132-87-50,11,0.44,13
49QGF-133-87-50,1,0.28,2
49QGF-134-87-50,7,0.3,8
49QGF-135-87-50,7,0.28,7
49QGF-136-87-50,3,0.12,5
49QGF-43-88-50,1,0.03,1
49QGF-45-88-50,2,0.07,2
49QGF-46-88-50,1,0.16,1
49QGF-50-88-50,1,0.19,2
49QGF-53-88-50,1,0.15,1
49QGF-55-88-50,2,0.07,3
49QGF-57-88-50,1,0.11,2
49QGF-59-88-50,2,0.14,3
49QGF-62-88-50,1,0.03,1
49QGF-63-88-50,4,0.14,5
49QGF-67-88-50,1,0.04,1
49QGF-68-88-50,2,0.08,3
49QGF-69-88-50,1,0.05,1
49QGF-72-88-50,1,0.06,1
49QGF-73-88-50,1,0.07,1
49QGF-75-88-50,1,0.05,1
49QGF-76-88-50,3,0.24,5
49QGF-77-88-50,7,0.31,7
49QGF-78-88-50,2,0.19,3
49QGF-79-88-50,3,0.15,4
49QGF-80-88-50,5,0.2,9
49QGF-81-88-50,5,0.23,5
49QGF-82-88-50,2,0.33,3
49QGF-84-88-50,3,0.13,5
49QGF-85-88-50,4,0.29,5
49QGF-86-88-50,3,0.14,5
49QGF-87-88-50,4,0.16,5
49QGF-90-88-50,1,0.05,1
49QGF-91-88-50,1,0.06,2
49QGF-92-88-50,8,0.39,13
49QGF-93-88-50,7,0.29,9
49QGF-94-88-50,1,0.12,1
49QGF-95-88-50,1,0.1,1
49QGF-96-88-50,1,0.13,2
49QGF-97-88-50,1,0.05,1
49QGF-98-88-50,2,0.43,3
49QGF-99-88-50,1,0.03,1
49QGF-100-88-50,5,0.24,9
49QGF-101-88-50,7,0.28,8
49QGF-102-88-50,3,0.13,5
49QGF-103-88-50,1,0.33,1
49QGF-104-88-50,2,0.37,3
49QGF-105-88-50,2,0.06,2
49QGF-106-88-50,2,0.19,2
49QGF-108-88-50,2,0.14,2
49QGF-113-88-50,1,0.06,1
49QGF-114-88-50,1,0.06,1
49QGF-115-88-50,4,0.22,6
49QGF-118-88-50,2,0.07,2
49QGF-119-88-50,1,0.11,2
49QGF-120-88-50,5,0.41,8
49QGF-121-88-50,3,0.18,5
49QGF-122-88-50,1,0.13,1
49QGF-123-88-50,1,0.06,2
49QGF-124-88-50,7,0.28,12
49QGF-125-88-50,4,0.18,4
49QGF-126-88-50,4,0.15,5
49QGF-127-88-50,9,0.35,13
49QGF-128-88-50,5,0.36,7
49QGF-129-88-50,10,0.43,17
49QGF-130-88-50,2,0.28,3
49QGF-131-88-50,4,0.15,6
49QGF-132-88-50,5,0.39,6
49QGF-133-88-50,8,0.42,13
49QGF-134-88-50,6,0.35,11
49QGF-135-88-50,5,0.24,9
49QGF-136-88-50,1,0.09,2
49QGF-43-89-50,4,0.2,6
49QGF-44-89-50,1,0.18,2
49QGF-45-89-50,5,0.21,8
49QGF-46-89-50,6,0.26,8
49QGF-47-89-50,4,0.23,4
49QGF-48-89-50,2,0.15,2
49QGF-49-89-50,1,0.08,2
49QGF-50-89-50,2,0.09,3
49QGF-51-89-50,2,0.07,3
49QGF-52-89-50,1,0.04,2
49QGF-53-89-50,1,0.06,2
49QGF-54-89-50,1,0.08,1
49QGF-55-89-50,2,0.08,2
49QGF-57-89-50,2,0.15,3
49QGF-62-89-50,1,0.18,1
49QGF-64-89-50,3,0.13,4
49QGF-65-89-50,4,0.13,7
49QGF-66-89-50,2,0.08,2
49QGF-68-89-50,1,0.15,1
49QGF-70-89-50,1,0.06,2
49QGF-72-89-50,1,0.04,2
49QGF-76-89-50,1,0.28,1
49QGF-77-89-50,2,0.08,3
49QGF-78-89-50,5,0.27,8
49QGF-79-89-50,3,0.16,5
49QGF-80-89-50,2,0.27,3
49QGF-81-89-50,4,0.31,5
49QGF-82-89-50,4,0.29,7
49QGF-83-89-50,1,0.05,2
49QGF-84-89-50,1,0.05,2
49QGF-85-89-50,1,0.09,1
49QGF-87-89-50,3,0.12,4
49QGF-88-89-50,2,0.08,2
49QGF-89-89-50,6,0.19,8
49QGF-92-89-50,4,0.37,7
49QGF-93-89-50,3,0.36,5
49QGF-94-89-50,4,0.28,5
49QGF-95-89-50,2,0.34,3
49QGF-96-89-50,6,0.22,10
49QGF-97-89-50,10,0.35,13
49QGF-98-89-50,2,0.13,3
49QGF-99-89-50,12,0.41,20
49QGF-100-89-50,1,0.13,1
49QGF-101-89-50,9,0.3,13
49QGF-102-89-50,2,0.29,2
49QGF-103-89-50,1,0.32,1
49QGF-104-89-50,1,0.13,1
49QGF-105-89-50,4,0.16,6
49QGF-106-89-50,2,0.11,3
49QGF-108-89-50,3,0.09,3
49QGF-109-89-50,1,0.07,2
49QGF-110-89-50,1,0.1,1
49QGF-117-89-50,1,0.09,1
49QGF-118-89-50,1,0.05,1
49QGF-120-89-50,9,0.31,11
49QGF-121-89-50,2,0.44,2
49QGF-122-89-50,6,0.37,9
49QGF-123-89-50,6,0.32,8
49QGF-124-89-50,1,0.15,1
49QGF-125-89-50,5,0.34,9
49QGF-126-89-50,2,0.12,3
49QGF-127-89-50,3,0.39,4
49QGF-128-89-50,2,0.32,3
49QGF-129-89-50,3,0.11,3
49QGF-130-89-50,6,0.3,10
49QGF-132-89-50,3,0.1,4
49QGF-133-89-50,7,0.33,8
49QGF-134-89-50,1,0.45,2
49QGF-136-89-50,6,0.35,7
49QGF-44-90-50,5,0.17,5
49QGF-45-90-50,4,0.16,5
49QGF-46-90-50,1,0.15,1
49QGF-47-90-50,1,0.19,2
49QGF-48-90-50,1,0.04,1
49QGF-49-90-50,1,0.03,1
49QGF-51-90-50,1,0.06,1
49QGF-52-90-50,2,0.11,3
49QGF-53-90-50,4,0.18,5
49QGF-54-90-50,2,0.07,2
49QGF-55-90-50,2,0.07,3
49QGF-56-90-50,1,0.02,2
49QGF-57-90-50,4,0.17,6
49QGF-58-90-50,1,0.05,1
49QGF-59-90-50,1,0.08,1
49QGF-62-90-50,2,0.11,3
49QGF-65-90-50,1,0.09,1
49QGF-66-90-50,1,0.04,1
49QGF-67-90-50,1,0.05,1
49QGF-70-90-50,1,0.18,2
49QGF-72-90-50,1,0.05,1
49QGF-75-90-50,1,0.05,1
49QGF-76-90-50,2,0.31,3
49QGF-77-90-50,5,0.27,6
49QGF-79-90-50,8,0.26,9
49QGF-80-90-50,5,0.33,7
49QGF-81-90-50,1,0.15,1
49QGF-82-90-50,1,0.06,2
49QGF-83-90-50,1,0.13,1
49QGF-84-90-50,2,0.11,2
49QGF-85-90-50,2,0.08,3
49QGF-87-90-50,4,0.17,6
49QGF-88-90-50,2,0.08,3
49QGF-89-90-50,2,0.14,2
49QGF-90-90-50,2,0.09,2
49QGF-92-90-50,1,0.28,1
49QGF-94-90-50,4,0.27,6
49QGF-95-90-50,10,0.37,14
49QGF-96-90-50,7,0.24,11
49QGF-97-90-50,1,0.17,1
49QGF-98-90-50,2,0.1,2
49QGF-99-90-50,3,0.12,4
49QGF-100-90-50,9,0.41,10
49QGF-101-90-50,10,0.4,17
49QGF-102-90-50,10,0.33,16
49QGF-103-90-50,4,0.31,6
49QGF-104-90-50,2,0.21,3
49QGF-106-90-50,1,0.04,1
49QGF-107-90-50,2,0.06,3
49QGF-111-90-50,1,0.1,1
49QGF-114-90-50,1,0.02,2
49QGF-115-90-50,4,0.18,6
49QGF-118-90-50,1,0.05,1
49QGF-119-90-50,2,0.11,3
49QGF-120-90-50,2,0.13,2
49QGF-121-90-50,7,0.27,10
49QGF-123-90-50,1,0.22,1
49QGF-124-90-50,3,0.14,4
49QGF-125-90-50,4,0.31,5
49QGF-126-90-50,9,0.39,12
49QGF-127-90-50,2,0.17,3
49QGF-128-90-50,11,0.38,17
49QGF-129-90-50,1,0.24,1
49QGF-130-90-50,6,0.31,9
49QGF-131-90-50,8,0.4,11
49QGF-132-90-50,2,0.4,2
49QGF-133-90-50,3,0.1,3
49QGF-134-90-50,7,0.35,12
49QGF-135-90-50,11,0.35,19
49QGF-136-90-50,4,0.4,5
49QGF-43-91-50,1,0.08,1
49QGF-45-91-50,2,0.39,2
49QGF-46-91-50,2,0.11,3
49QGF-47-91-50,1,0.04,1
49QGF-49-91-50,1,0.05,1
49QGF-50-91-50,3,0.09,5
49QGF-51-91-50,2,0.09,3
49QGF-53-91-50,2,0.12,3
49QGF-54-91-50,1,0.03,1
49QGF-55-91-50,1,0.05,1
49QGF-57-91-50,1,0.04,2
49QGF-61-91-50,1,0.05,1
49QGF-63-91-50,1,0.05,2
49QGF-64-91-50,1,0.09,1
49QGF-65-91-50,1,0.05,1
49QGF-67-91-50,3,0.13,5
49QGF-68-91-50,1,0.04,2
49QGF-69-91-50,1,0.09,1
49QGF-73-91-50,3,0.13,5
49QGF-74-91-50,1,0.03,2
49QGF-76-91-50,1,0.2,2
49QGF-77-91-50,2,0.19,3
49QGF-78-91-50,5,0.29,9
49QGF-79-91-50,2,0.2,3
49QGF-80-91-50,2,0.27,2
49QGF-81-91-50,4,0.29,5
49QGF-83-91-50,1,0.04,1
49QGF-84-91-50,2,0.14,3
49QGF-85-91-50,1,0.06,1
49QGF-87-91-50,1,0.11,2
49QGF-88-91-50,1,0.05,1
49QGF-92-91-50,8,0.31,9
49QGF-93-91-50,5,0.29,9
49QGF-94-91-50,3,0.37,4
49QGF-95-91-50,5,0.17,6
49QGF-96-91-50,8,0.29,9
49QGF-97-91-50,9,0.39,13
49QGF-98-91-50,3,0.15,3
49QGF-99-91-50,1,0.18,2
49QGF-100-91-50,4,0.16,6
49QGF-101-91-50,2,0.14,2
49QGF-102-91-50,3,0.24,5
49QGF-103-91-50,4,0.23,7
49QGF-104-91-50,4,0.13,6
49QGF-105-91-50,3,0.22,5
49QGF-107-91-50,1,0.05,1
49QGF-108-91-50,1,0.04,1
49QGF-109-91-50,1,0.08,2
49QGF-110-91-50,2,0.11,3
49QGF-112-91-50,1,0.04,2
49QGF-113-91-50,1,0.13,1
49QGF-114-91-50,1,0.17,2
49QGF-115-91-50,1,0.06,2
49QGF-116-91-50,1,0.07,1
49QGF-117-91-50,1,0.06,1
49QGF-118-91-50,2,0.1,3
49QGF-119-91-50,1,0.03,2
49QGF-121-91-50,1,0.22,1
49QGF-122-91-50,5,0.26,6
49QGF-123-91-50,3,0.32,4
49QGF-124-91-50,4,0.15,4
49QGF-125-91-50,3,0.16,4
49QGF-127-91-50,4,0.29,7
49QGF-128-91-50,1,0.32,2
49QGF-129-91-50,2,0.14,3
49QGF-130-91-50,1,0.37,1
49QGF-131-91-50,1,0.33,2
49QGF-132-91-50,3,0.26,4
49QGF-133-91-50,14,0.52,21
49QGF-135-91-50,7,0.27,7
49QGF-136-91-50,5,0.55,9
49QGF-43-92-50,1,0.03,1
49QGF-45-92-50,3,0.14,3
49QGF-46-92-50,1,0.03,1
49QGF-51-92-50,1,0.18,2
49QGF-52-92-50,1,0.03,1
49QGF-53-92-50,2,0.08,2
49QGF-55-92-50,1,0.08,1
49QGF-57-92-50,1,0.05,1
49QGF-58-92-50,2,0.08,3
49QGF-60-92-50,1,0.03,1
49QGF-61-92-50,1,0.1,1
49QGF-66-92-50,2,0.07,3
49QGF-67-92-50,1,0.04,1
49QGF-68-92-50,1,0.05,2
49QGF-69-92-50,2,0.09,2
49QGF-70-92-50,2,0.09,3
49QGF-71-92-50,1,0.1,1
49QGF-72-92-50,1,0.06,1
49QGF-73-92-50,1,0.02,1
49QGF-76-92-50,8,0.29,10
49QGF-77-92-50,1,0.33,1
49QGF-78-92-50,4,0.22,6
49QGF-79-92-50,6,0.22,10
49QGF-80-92-50,7,0.45,7
49QGF-81-92-50,3,0.17,4
49QGF-82-92-50,1,0.09,2
49QGF-83-92-50,1,0.05,1
49QGF-85-92-50,2,0.09,2
49QGF-86-92-50,6,0.23,8
49QGF-88-92-50,1,0.12,2
49QGF-90-92-50,1,0.11,1
49QGF-91-92-50,6,0.22,6
49QGF-92-92-50,9,0.41,14
49QGF-93-92-50,3,0.17,5
49QGF-94-92-50,5,0.24,8
49QGF-95-92-50,3,0.14,4
49QGF-96-92-50,7,0.31,8
49QGF-98-92-50,1,0.06,2
49QGF-99-92-50,5,0.37,9
49QGF-100-92-50,2,0.08,2
49QGF-101-92-50,4,0.14,4
49QGF-102-92-50,1,0.12,2
49QGF-103-92-50,5,0.23,8
49QGF-104-92-50,5,0.23,6
49QGF-105-92-50,1,0.04,2
49QGF-106-92-50,5,0.21,9
49QGF-108-92-50,2,0.07,3
49QGF-109-92-50,1,0.05,2
49QGF-111-92-50,1,0.04,1
49QGF-113-92-50,1,0.04,2
49QGF-117-92-50,3,0.11,3
49QGF-120-92-50,2,0.14,2
49QGF-121-92-50,1,0.12,2
49QGF-122-92-50,6,0.28,8
49QGF-123-92-50,2,0.27,3
49QGF-124-92-50,4,0.19,5
49QGF-126-92-50,7,0.3,12
49QGF-127-92-50,4,0.15,7
49QGF-128-92-50,6,0.34,7
49QGF-129-92-50,1,0.11,2
49QGF-130-92-50,4,0.3,7
49QGF-131-92-50,5,0.29,8
49QGF-132-92-50,6,0.19,10
49QGF-133-92-50,1,0.36,1
49QGF-134-92-50,7,0.3,7
49QGF-135-92-50,4,0.34,6
49QGF-136-92-50,13,0.46,20
49QGF-43-93-50,1,0.09,1
49QGF-46-93-50,1,0.09,1
49QGF-47-93-50,1,0.07,1
49QGF-50-93-50,3,0.2,4
49QGF-52-93-50,7,0.25,7
49QGF-53-93-50,1,0.05,1
49QGF-54-93-50,1,0.06,1
49QGF-57-93-50,1,0.02,1
49QGF-58-93-50,1,0.04,2
49QGF-59-93-50,1,0.05,2
49QGF-61-93-50,1,0.04,2
49QGF-64-93-50,2,0.07,2
49QGF-65-93-50,2,0.09,3
49QGF-66-93-50,1,0.05,2
49QGF-67-93-50,1,0.04,1
49QGF-68-93-50,2,0.1,3
49QGF-70-93-50,2,0.09,2
49QGF-71-93-50,2,0.07,3
49QGF-73-93-50,2,0.34,2
49QGF-74-93-50,8,0.31,11
49QGF-75-93-50,5,0.25,8
49QGF-76-93-50,6,0.22,10
49QGF-77-93-50,5,0.29,6
49QGF-78-93-50,5,0.3,8
49QGF-79-93-50,1,0.21,2
49QGF-80-93-50,4,0.27,5
49QGF-81-93-50,1,0.05,2
49QGF-82-93-50,1,0.07,1
49QGF-86-93-50,4,0.15,5
49QGF-87-93-50,2,0.08,2
49QGF-88-93-50,3,0.09,4
49QGF-89-93-50,2,0.16,3
49QGF-92-93-50,10,0.35,12
49QGF-93-93-50,8,0.32,8
49QGF-94-93-50,7,0.36,11
49QGF-95-93-50,7,0.34,10
49QGF-96-93-50,2,0.09,3
49QGF-97-93-50,3,0.17,3
49QGF-98-93-50,6,0.23,10
49QGF-99-93-50,6,0.33,8
49QGF-100-93-50,2,0.13,3
49QGF-101-93-50,1,0.25,1
49QGF-102-93-50,1,0.04,1
49QGF-103-93-50,7,0.41,11
49QGF-109-93-50,1,0.07,1
49QGF-110-93-50,1,0.04,1
49QGF-111-93-50,1,0.05,1
49QGF-113-93-50,1,0.06,1
49QGF-115-93-50,3,0.09,3
49QGF-116-93-50,1,0.04,1
49QGF-118-93-50,1,0.08,1
49QGF-119-93-50,1,0.04,1
49QGF-121-93-50,4,0.16,6
49QGF-123-93-50,2,0.23,3
49QGF-124-93-50,10,0.37,18
49QGF-125-93-50,9,0.34,11
49QGF-126-93-50,1,0.25,1
49QGF-128-93-50,2,0.24,2
49QGF-129-93-50,2,0.09,3
49QGF-130-93-50,2,0.32,3
49QGF-131-93-50,2,0.11,3
49QGF-132-93-50,3,0.16,4
49QGF-133-93-50,3,0.27,5
49QGF-134-93-50,9,0.36,15
49QGF-135-93-50,1,0.25,1
49QGF-136-93-50,7,0.38,9
49QGF-43-94-50,1,0.08,1
49QGF-44-94-50,1,0.03,2
49QGF-45-94-50,2,0.12,2
49QGF-47-94-50,1,0.06,2
49QGF-48-94-50,4,0.18,4
49QGF-49-94-50,1,0.04,2
49QGF-51-94-50,1,0.08,1
49QGF-53-94-50,1,0.06,2
49QGF-54-94-50,2,0.08,3
49QGF-55-94-50,1,0.09,2
49QGF-56-94-50,1,0.05,1
49QGF-61-94-50,1,0.05,2
49QGF-62-94-50,2,0.07,2
49QGF-64-94-50,1,0.07,2
49QGF-65-94-50,1,0.08,1
49QGF-66-94-50,1,0.07,1
49QGF-67-94-50,2,0.06,3
49QGF-68-94-50,1,0.07,1
49QGF-70-94-50,1,0.04,1
49QGF-71-94-50,1,0.08,1
49QGF-73-94-50,1,0.23,1
49QGF-74-94-50,6,0.32,10
49QGF-75-94-50,6,0.26,10
49QGF-76-94-50,7,0.31,7
49QGF-77-94-50,7,0.26,10
49QGF-78-94-50,5,0.21,8
49QGF-79-94-50,7,0.28,10
49QGF-80-94-50,6,0.26,8
49QGF-83-94-50,3,0.12,4
49QGF-84-94-50,3,0.18,3
49QGF-86-94-50,2,0.06,2
49QGF-87-94-50,1,0.07,1
49QGF-88-94-50,3,0.19,4
49QGF-89-94-50,1,0.18,2
49QGF-90-94-50,1,0.07,2
49QGF-91-94-50,2,0.09,3
49QGF-92-94-50,1,0.14,2
49QGF-93-94-50,12,0.41,18
49QGF-94-94-50,2,0.14,3
49QGF-95-94-50,5,0.17,5
49QGF-96-94-50,2,0.19,3
49QGF-97-94-50,3,0.27,4
49QGF-98-94-50,1,0.13,1
49QGF-99-94-50,6,0.26,6
49QGF-100-94-50,1,0.17,1
49QGF-101-94-50,4,0.29,6
49QGF-102-94-50,1,0.15,2
49QGF-103-94-50,1,0.12,1
49QGF-104-94-50,1,0.03,2
49QGF-110-94-50,1,0.04,1
49QGF-112-94-50,1,0.05,2
49QGF-113-94-50,1,0.06,1
49QGF-114-94-50,1,0.02,2
49QGF-117-94-50,1,0.08,1
49QGF-121-94-50,1,0.19,2
49QGF-122-94-50,5,0.2,5
49QGF-123-94-50,2,0.3,2
49QGF-124-94-50,9,0.39,14
49QGF-125-94-50,5,0.4,5
49QGF-128-94-50,3,0.14,3
49QGF-129-94-50,7,0.27,12
49QGF-130-94-50,4,0.17,5
49QGF-131-94-50,11,0.35,15
49QGF-132-94-50,6,0.25,9
49QGF-133-94-50,7,0.31,11
49QGF-134-94-50,3,0.45,5
49QGF-135-94-50,10,0.38,13
49QGF-136-94-50,9,0.44,9
49QGF-43-95-50,3,0.11,3
49QGF-44-95-50,4,0.13,4
49QGF-52-95-50,1,0.1,1
49QGF-60-95-50,1,0.09,2
49QGF-61-95-50,2,0.08,3
49QGF-62-95-50,1,0.05,1
49QGF-63-95-50,3,0.09,4
49QGF-71-95-50,1,0.08,2
49QGF-73-95-50,7,0.32,10
49QGF-74-95-50,4,0.23,6
49QGF-75-95-50,2,0.24,3
49QGF-76-95-50,7,0.26,9
49QGF-77-95-50,3,0.23,5
49QGF-78-95-50,7,0.3,11
49QGF-79-95-50,3,0.12,5
49QGF-80-95-50,4,0.27,5
